ID RMU,Universitate,ID Universitate,Facultate,ID Facultate,Tara,ID Tara,Localitate,ID Localitate,Domeniu studiu,ID Domeniu studiu,Specializare,ID Specializare,Tip acreditare,ID Tip acreditare,Forma invatamant,ID Forma invatamant,Ciclu de studiu,ID Ciclu de studiu,Limba predare,ID Limba predare,Durata studiu,Numar credite,An
15416,"Universitatea Creştină ""Partium"" din Oradea",86,Facultatea de Științe Economice și Sociale,1236,România,160,ORADEA,2094,Management,30,Managementul dezvoltării afacerilor,1601,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Maghiară,7,2,120,2020
15419,Universitatea Naţională de Arte din Bucureşti,9,Facultatea de Arte Plastice,73,România,160,BUCUREŞTI,13755,Arte vizuale,35,Sculptură,1662,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15422,Universitatea Naţională de Arte din Bucureşti,9,Facultatea de Arte Plastice,73,România,160,BUCUREŞTI,13755,Arte vizuale,35,Pictură,1661,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15425,"Universitatea Creştină ""Partium"" din Oradea",86,Facultatea de Litere și Arte,1239,România,160,ORADEA,2094,Filologie,99,Traducere şi interpretariat,1867,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Engleză/Germană/Maghiară,962,2,120,2020
15428,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,"Facultatea de Ştiinţe şi Litere ""Petru Maior""",332,România,160,TÎRGU MUREŞ,8767,Limbi moderne aplicate,11,Limbi moderne aplicate,35,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză/Franceză/Germană/Italiană,965,3,180,2020
15431,"Universitatea ""Dimitrie Cantemir"" din Târgu Mureş",81,Facultatea de Medicină Dentară,1295,România,160,TÎRGU MUREŞ,8767,Sănătate (Medicină Dentară - Reglementată general),81,Asistenţă de profilaxie stomatologică,339,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15434,"Universitatea Creştină ""Partium"" din Oradea",86,Facultatea de Litere și Arte,1239,România,160,ORADEA,2094,Muzică,34,Interpretare muzicală - canto,107,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Maghiară,7,3,180,2020
15437,"Universitatea ""Danubius"" din Galaţi",75,Facultatea de Științe Aplicate,1382,România,160,GALAŢI,5952,Informatică,4,Informatică,12,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15440,"Universitatea ""Sapientia"" din Cluj-Napoca",95,Facultatea de Ştiinţe Tehnice şi Umaniste din Târgu Mureş,631,România,160,SFÎNTU GHEORGHE,5060,Silvicultură,41,Silvicultură,145,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15443,"Universitatea ""Sapientia"" din Cluj-Napoca",95,Facultatea de Ştiinţe şi Arte,628,România,160,BUCUREŞTI,13755,Teatru şi artele spectacolului,32,Artele spectacolului (coregrafie),466,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15446,"Universitatea de Vest ""Vasile Goldiş"" din Arad",70,Facultatea de Ştiinţe Juridice,473,România,160,ARAD,717,Ştiinţe administrative,20,Poliţie locală,64,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15449,"Universitatea ""Titu Maiorescu"" din Bucureşti",58,Facultatea de Ştiinţele Comunicării și Relații Internaționale,610,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Pedagogia învăţământului primar şi preşcolar,72,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15452,"Universitatea Creştină ""Dimitrie Cantemir"" din Bucureşti",57,Facultatea de Management Turistic şi Comercial,382,România,160,BUCUREŞTI,13755,Administrarea afacerilor,26,Administrarea afacerilor,82,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15455,"Universitatea de Medicină şi Farmacie ""Victor Babeş"" din Timişoara",49,Facultatea de Farmacie,369,România,160,MUNICIPIUL TIMIŞOARA,17006,Sănătate (Farmacie - Reglementată general),82,Cosmetică medicală şi tehnologia produsului cosmetic,3080,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15458,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,Facultatea de Economie şi Drept,333,România,160,TÎRGU MUREŞ,8767,Management,30,Management,96,AP,4,Învăţământ la distanţă (ID),4,Licență,1,Română,8,3,180,2020
15461,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,Facultatea de Economie şi Drept,333,România,160,TÎRGU MUREŞ,8767,Drept,15,Drept,51,AP,4,Învăţământ la distanţă (ID),4,Licență,1,Română,8,4,240,2020
15464,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,Facultatea de Economie şi Drept,333,România,160,TÎRGU MUREŞ,8767,Contabilitate,27,Contabilitate şi informatică de gestiune,89,AP,4,Învăţământ la distanţă (ID),4,Licență,1,Română,8,3,180,2020
15467,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,"Facultatea de Ştiinţe şi Litere ""Petru Maior""",332,România,160,TÎRGU MUREŞ,8767,Ştiinţe ale comunicării,21,Comunicare și media emergente,4363,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15470,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,Facultatea de Inginerie și Tehnologia Informației,331,România,160,TÎRGU MUREŞ,8767,Informatică,4,Informatică,12,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Maghiară,7,3,180,2020
15473,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,Facultatea de Inginerie și Tehnologia Informației,331,România,160,TÎRGU MUREŞ,8767,Inginerie industrială,56,Sisteme de producție digitale,222,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15476,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,Facultatea de Inginerie și Tehnologia Informației,331,România,160,TÎRGU MUREŞ,8767,Inginerie energetică,54,Energetică și tehnologii informatice,3911,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15479,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Litere şi Ştiinţe ale Comunicării,314,România,160,SUCEAVA,11198,Ştiinţe ale comunicării,21,Media digitală,3480,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15482,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Litere şi Ştiinţe ale Comunicării,314,România,160,SUCEAVA,11198,Limbă şi literatură,10,Limbă şi literatură modernă A - Limbă şi literatură modernă B,348,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză/Italiană,38,3,180,2020
15485,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Litere şi Ştiinţe ale Comunicării,314,România,160,SUCEAVA,11198,Limbă şi literatură,10,Limbă şi literatură modernă A - Limbă şi literatură modernă B,348,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză/Spaniolă,39,3,180,2020
15488,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Istorie şi Geografie,313,România,160,SUCEAVA,11198,Sociologie,16,Resurse umane,56,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15491,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Inginerie Electrică şi Ştiinţa Calculatoarelor,311,România,160,SUCEAVA,11198,Ştiinţe inginereşti aplicate,70,Echipamente şi sisteme medicale,477,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15494,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Inginerie Electrică şi Ştiinţa Calculatoarelor,311,România,160,SUCEAVA,11198,Ingineria autovehiculelor,59,Autovehicule rutiere,242,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15497,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Inginerie Electrică şi Ştiinţa Calculatoarelor,311,România,160,SUCEAVA,11198,Ingineria autovehiculelor,59,Echipamente şi sisteme de comandă şi control pentru autovehicule,243,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15500,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Inginerie Electrică şi Ştiinţa Calculatoarelor,311,România,160,SUCEAVA,11198,Inginerie energetică,54,Energetică și tehnologii informatice,3911,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15503,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Inginerie Electrică şi Ştiinţa Calculatoarelor,311,România,160,SUCEAVA,11198,"Inginerie electronică, telecomunicaţii şi tehnologii informaţionale",53,Reţele şi software de telecomunicaţii,206,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15506,"Universitatea ""Ştefan cel Mare"" din Suceava",40,Facultatea de Inginerie Alimentară,310,România,160,SUCEAVA,11198,Ştiinţe inginereşti aplicate,70,Științe gastronomice,4391,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15509,"Universitatea ""Eftimie Murgu"" din Reşiţa",38,Facultatea de Inginerie şi Management,599,România,160,REŞIŢA,3939,Inginerie electrică,52,Informatică aplicată în inginerie electrică,306,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15512,Universitatea din Oradea,34,Facultatea de Inginerie Managerială şi Tehnologică,263,România,160,ORADEA,2094,Mecatronică şi robotică,68,Robotică,295,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză,2,4,240,2020
15515,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,Facultatea de Litere,246,România,160,IAŞI,7630,Limbă şi literatură,10,Limbă şi literatură modernă - Limbă şi literatură clasică,350,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Italiană/Latină,305,3,180,2020
15518,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,Facultatea de Litere,246,România,160,IAŞI,7630,Limbă şi literatură,10,Limbă şi literatură modernă - Limbă şi literatură clasică,350,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Rusă/Latină,281,3,180,2020
15521,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,Facultatea de Litere,246,România,160,IAŞI,7630,Limbă şi literatură,10,Limbă şi literatură modernă - Limbă şi literatură clasică,350,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Germană/Latină,278,3,180,2020
15524,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,Facultatea de Litere,246,România,160,IAŞI,7630,Limbă şi literatură,10,Limbă şi literatură modernă - Limbă şi literatură clasică,350,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Franceză/Latină,279,3,180,2020
15527,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,Facultatea de Litere,246,România,160,IAŞI,7630,Limbă şi literatură,10,Limbă şi literatură modernă - Limbă şi literatură clasică,350,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză/Latină,280,3,180,2020
15530,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,Facultatea de Fizică,242,România,160,IAŞI,7630,Fizică,2,Fizică,4,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză,2,3,180,2020
15533,"Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi",29,"Facultatea de Inginerie Electrică, Energetică şi Informatică Aplicată",226,România,160,IAŞI,7630,Inginerie energetică,54,Energetică și tehnologii informatice,3911,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15536,"Universitatea ""Aurel Vlaicu"" din Arad",14,Facultatea de Ştiinţe Umaniste şi Sociale,90,România,160,ARAD,717,Ştiinţe ale comunicării,21,Comunicare managerială şi resurse umane,1123,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15539,"Universitatea ""Alexandru Ioan Cuza"" din Iaşi",31,Facultatea de Litere,246,România,160,IAŞI,7630,Filologie,99,Cultură germană în context european,2075,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Germană,4,2,120,2020
15542,Universitatea Tehnică de Construcţii din Bucureşti,2,"Facultatea de Construcţii Civile, Industriale şi Agricole",16,România,160,BUCUREŞTI,13755,Inginerie şi management,66,Reprezentare digitală şi managementul informaţiilor în construcţii (BIM),4019,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
15545,Universitatea din Piteşti,36,Facultatea de Mecanică şi Tehnologie,281,România,160,PITEŞTI,1000,Inginerie şi management,66,Managementul logisticii,2246,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15548,"Universitatea ""Dunărea de Jos"" din Galaţi",28,Facultatea Transfrontalieră,220,Republica Moldova,122,CAHUL,13756,Ştiinţa mediului,8,Ecologie şi protecţia mediului,24,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15551,"Universitatea ""Dunărea de Jos"" din Galaţi",28,Facultatea de Inginerie,206,România,160,GALAŢI,5952,Inginerie mecanică,61,Inginerie mecanică,252,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză,2,4,240,2020
15554,"Universitatea Creştină ""Dimitrie Cantemir"" din Bucureşti",57,Facultatea de Drept din Cluj - Napoca,388,România,160,CLUJ-NAPOCA,4413,Drept,15,Ştiinţe penale şi criminalistică,1169,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
15557,"Universitatea ""Vasile Alecsandri"" din Bacău",15,Facultatea de Inginerie,97,România,160,BACĂU,1585,Inginerie chimică,48,"Chimia moleculelor bioactive - obţinere, valorificare, controlul şi asigurarea calităţii",1223,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15560,"Universitatea ""Transilvania"" din Braşov",17,Facultatea de Litere,122,România,160,BRAŞOV,3143,Filologie,99,Cultură și discurs în spațiul anglo-american,1315,A,3,Învăţământ cu frecvenţă redusă (IFR),2,Master,2,Engleză,2,2,120,2020
15563,Universitatea Maritimă din Constanţa,25,Facultatea de Electromecanică Navală,185,România,160,CONSTANŢA,4847,Inginerie energetică,54,Ingineria sistemelor electroenergetice,211,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15566,"Universitatea ""Ovidius"" din Constanţa",24,"Facultatea de Inginerie Mecanică, Industrială şi Maritimă",180,România,160,CONSTANŢA,4847,Arhitectură navală,63,Ingineria sistemelor și echipamentelor navale avansate,3092,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15569,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Medicină Dentară,178,România,160,CONSTANŢA,4847,Sănătate (Medicină Dentară - Reglementată sectorial),79,Medicină dentară,328,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză,2,6,360,2020
15572,"Academia Navală ""Mircea cel Bătrân"" din Constanţa",55,Facultatea de Navigaţie şi Management Naval,641,România,160,CONSTANŢA,4847,Inginerie şi management,66,Managementul sistemelor logistice,1337,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
15575,"Academia Navală ""Mircea cel Bătrân"" din Constanţa",55,Facultatea de Inginerie Marină,640,România,160,CONSTANŢA,4847,Inginerie electrică,52,Operarea şi conducerea sistemelor electroenergetice navale,4114,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
15578,"Academia de Poliţie ""Alexandru Ioan Cuza"" din Bucureşti",53,Facultatea de Poliţie,374,România,160,BUCUREŞTI,13755,Ordine publică și siguranță națională,95,Comunicare socială proactivă a poliţiei,4345,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15581,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Studii Europene,150,România,160,CLUJ-NAPOCA,4413,Relaţii internaţionale şi studii europene,19,Diplomație în afaceri,4388,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15584,"Academia de Poliţie ""Alexandru Ioan Cuza"" din Bucureşti",53,Facultatea de Poliţie,374,România,160,BUCUREŞTI,13755,Ordine publică și siguranță națională,95,Managementul activităţilor de ordine publică şi siguranţă naţională,4312,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15587,Universitatea din Bucureşti,5,Facultatea de Biologie,37,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Biologie,4373,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15590,Universitatea din Bucureşti,5,Facultatea de Chimie,38,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Chimie,4376,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15593,Universitatea din Bucureşti,5,Facultatea de Fizică,41,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Fizică,4379,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15596,Universitatea din Bucureşti,5,Facultatea de Filosofie,40,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Filosofie,4397,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15599,Universitatea din Bucureşti,5,Facultatea de Geografie,42,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Geografie,4382,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15602,Universitatea din Bucureşti,5,Facultatea de Istorie,44,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Istorie,4385,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15605,"Universitatea ""Aurel Vlaicu"" din Arad",14,Facultatea de Ştiinţe Exacte,93,România,160,ARAD,717,Informatică,4,Informatică,12,A,3,Învăţământ cu frecvenţă (IF),1,Licență,1,Engleză,2,3,180,2020
15608,"Universitatea ""Aurel Vlaicu"" din Arad",14,Facultatea de Educaţie Fizică şi Sport,95,România,160,ARAD,717,Kinetoterapie,76,Kinetoterapie şi motricitate specială,137,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,3,180,2020
15611,Academia de Studii Economice din Bucureşti,7,Drept,1265,România,160,BUCUREŞTI,13755,Drept,15,Drept,51,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Română,8,4,240,2020
15614,Universitatea Politehnica din Bucureşti,1,Facultatea de Inginerie în Limbi Străine,12,România,160,BUCUREŞTI,13755,Calculatoare şi tehnologia informaţiei,44,Ingineria internetului dispozitivelor inteligente,4394,AP,4,Învăţământ cu frecvenţă (IF),1,Licență,1,Franceză,3,4,240,2020
15617,Universitatea din Bucureşti,5,Facultatea de Litere,46,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Limbă și literatură,4400,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15620,Universitatea din Bucureşti,5,Facultatea de Limbi şi Literaturi Străine,47,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Limbă și literatură,4400,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Franceză,3,2,120,2020
15623,Universitatea din Bucureşti,5,Facultatea de Limbi şi Literaturi Străine,47,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Limbă și literatură,4400,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Germană,4,2,120,2020
15626,Universitatea Politehnica din Bucureşti,1,"Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor",15,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Inginerie și management,4406,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15629,Universitatea Politehnica din Bucureşti,1,Facultatea de Inginerie Mecanică şi Mecatronică,5,România,160,BUCUREŞTI,13755,Ştiinţe ale educaţiei,22,Master didactic în Inginerie mecanică,4403,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15632,Universitatea de Vest din Timişoara,48,Facultatea de Sociologie şi Psihologie,362,România,160,TIMIŞOARA,11846,Ştiinţe ale educaţiei,22,Masterat didactic în Educație fizică și sport,4505,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15635,Universitatea de Vest din Timişoara,48,Facultatea de Sociologie şi Psihologie,362,România,160,TIMIŞOARA,11846,Ştiinţe ale educaţiei,22,Masterat didactic în Fizică,4508,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15638,Universitatea de Vest din Timişoara,48,Facultatea de Sociologie şi Psihologie,362,România,160,TIMIŞOARA,11846,Ştiinţe ale educaţiei,22,Masterat didactic în Biologie,4553,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15641,Universitatea de Vest din Timişoara,48,Facultatea de Sociologie şi Psihologie,362,România,160,TIMIŞOARA,11846,Ştiinţe ale educaţiei,22,Masterat didactic în Geografie,4514,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15644,Universitatea de Vest din Timişoara,48,Facultatea de Sociologie şi Psihologie,362,România,160,TIMIŞOARA,11846,Ştiinţe ale educaţiei,22,Masterat didactic în Chimie,4550,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15647,"Universitatea de Vest ""Vasile Goldiş"" din Arad",70,"Facultatea de Ştiinţe Economice, Informatică şi Inginerie",663,România,160,SATU MARE,10487,Contabilitate,27,Audit şi expertiză contabilă,2986,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15650,"Universitatea ""Nicolae Titulescu"" din Bucureşti",59,Facultatea de Relații Internaționale și Administrație,405,România,160,BUCUREŞTI,13755,Ştiinţe administrative,20,Protecția integrității organizațiilor,4409,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15653,"Universitatea ""Titu Maiorescu"" din Bucureşti",58,Facultatea de Ştiinţele Comunicării și Relații Internaționale,610,România,160,BUCUREŞTI,13755,Relaţii internaţionale şi studii europene,19,Relații internaționale și cooperare strategică,4412,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15656,"Universitatea ""Titu Maiorescu"" din Bucureşti",58,Facultatea de Ştiinţele Comunicării și Relații Internaționale,610,România,160,BUCUREŞTI,13755,Ştiinţe ale comunicării,21,Comunicare instituțională și management educational,4415,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15659,"Academia Navală ""Mircea cel Bătrân"" din Constanţa",55,Facultatea de Navigaţie şi Management Naval,641,România,160,CONSTANŢA,4847,Inginerie navală și navigație,86,Oceanografie și hidrografie,4418,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15662,"Academia Forţelor Aeriene ""Henri Coandă"" din Braşov",54,Facultatea de Sisteme de Securitate Aeriană,1307,România,160,BRAŞOV,3143,Științe militare,93,Sisteme de securitate,4421,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15665,Universitatea de Vest din Timişoara,48,Facultatea de Arte şi Design,364,România,160,TIMIŞOARA,11846,Arte vizuale,35,Sculptură și ceramică,4424,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15668,Universitatea de Vest din Timişoara,48,Facultatea de Arte şi Design,364,România,160,TIMIŞOARA,11846,Arte vizuale,35,"Patrimoniu, restaurare și curatoriat în artele vizuale",4427,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15671,Universitatea de Vest din Timişoara,48,Facultatea de Arte şi Design,364,România,160,TIMIŞOARA,11846,Arte vizuale,35,Design interior și de produs,4430,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15674,Universitatea de Vest din Timişoara,48,Facultatea de Economie şi de Administrare a Afacerilor,363,România,160,TIMIŞOARA,11846,Management,30,"Global Entrepreneurship, Economics and Management",4433,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Engleză,2,2,120,2020
15677,Universitatea de Vest din Timişoara,48,Facultatea de Drept,361,România,160,TIMIŞOARA,11846,Drept,15,Drept fiscal,807,A,3,Învăţământ cu frecvenţă redusă (IFR),2,Master,2,Română,8,1,60,2020
15680,Universitatea de Vest din Timişoara,48,"Facultatea de Chimie, Biologie, Geografie",358,România,160,TIMIŞOARA,11846,Geografie,6,Sisteme informatice geografice,2670,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Engleză,2,2,120,2020
15683,"Universitatea de Ştiinţe Agricole şi Medicină Veterinară a Banatului ""Regele Mihai I al României"" din Timişoara",47,Facultatea de Horticultură şi Silvicultură,351,România,160,TIMIŞOARA,11846,Horticultură,40,Ecodesign urban,4436,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15686,Universitatea Politehnica Timişoara,46,Facultatea de Management în Producţie şi Transporturi,346,România,160,TIMIŞOARA,11846,Ştiinţe administrative,20,Managementul organizațiilor publice,4439,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15689,Universitatea Politehnica Timişoara,46,Facultatea de Automatică şi Calculatoare,339,România,160,TIMIŞOARA,11846,Ingineria sistemelor,65,Securitatea informațiilor și a sistemelor cibernetice,4442,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15692,Universitatea Politehnica Timişoara,46,Facultatea de Automatică şi Calculatoare,339,România,160,TIMIŞOARA,11846,Calculatoare şi tehnologia informaţiei,44,Procesare cloud și internetul lucrurilor/ Cloud Computing and Internet of Things,4445,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Engleză,2,2,120,2020
15695,Universitatea Politehnica Timişoara,46,Facultatea de Automatică şi Calculatoare,339,România,160,TIMIŞOARA,11846,Calculatoare şi tehnologia informaţiei,44,Învățare automată/ Machine Learning,4448,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Engleză,2,2,120,2020
15698,Universitatea Politehnica Timişoara,46,"Facultatea de Electronică, Telecomunicaţii şi Tehnologii Informaţionale",343,România,160,TIMIŞOARA,11846,"Inginerie electronică, telecomunicaţii şi tehnologii informaţionale",53,Ingineria datelor,4451,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15701,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,"Facultatea de Ştiinţe şi Litere ""Petru Maior""",332,România,160,TÎRGU MUREŞ,8767,Istorie,12,Istorie și turism cultural,4454,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
15704,"Universitatea de Medicină, Farmacie, Științe și Tehnologie ""George Emil Palade"" din Târgu Mureș",44,"Facultatea de Ştiinţe şi Litere ""Petru Maior""",332,România,160,TÎRGU MUREŞ,8767,Filologie,99,Traducere multimodală,4457,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
