ID RMU,Universitate,ID Universitate,Facultate,ID Facultate,Tara,ID Tara,Localitate,ID Localitate,Domeniu studiu,ID Domeniu studiu,Specializare,ID Specializare,Tip acreditare,ID Tip acreditare,Forma invatamant,ID Forma invatamant,Ciclu de studiu,ID Ciclu de studiu,Limba predare,ID Limba predare,Durata studiu,Numar credite,An
7222,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Psihologie şi Ştiinţele Educaţiei,183,România,160,CONSTANŢA,4847,Ştiinţe ale educaţiei,22,Management educaţional,725,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7221,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Psihologie şi Ştiinţele Educaţiei,183,România,160,CONSTANŢA,4847,Ştiinţe ale educaţiei,22,Terapii şi compensare a tulburărilor de comunicare,1737,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7219,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Psihologie şi Ştiinţele Educaţiei,183,România,160,CONSTANŢA,4847,Psihologie,23,Psihodiagnoza personalităţii,1735,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7216,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Arte,182,România,160,CONSTANŢA,4847,Arte vizuale,35,Educaţia vizuală prin studiul peisajului şi figurii,1732,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7215,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Arte,182,România,160,CONSTANŢA,4847,Muzică,34,Arta educaţiei muzicale,1731,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7214,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Arte,182,România,160,CONSTANŢA,4847,Muzică,34,Arta spectacolului liric,1730,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7213,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Arte,182,România,160,CONSTANŢA,4847,Teatru şi artele spectacolului,32,Arta actorului de music hall,1729,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7212,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Aplicate şi Inginerie,174,România,160,CONSTANŢA,4847,Inginerie civilă și instalații,85,Ingineria sistemelor cu surse energetice regenerabile,1728,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7211,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Construcţii,181,România,160,CONSTANŢA,4847,Inginerie civilă și instalații,85,Ingineria structurilor de construcţii,1727,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7210,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Construcţii,181,România,160,CONSTANŢA,4847,Inginerie civilă și instalații,85,Ingineria şi managementul resurselor de apă,1726,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
7208,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Construcţii,181,România,160,CONSTANŢA,4847,Inginerie civilă și instalații,85,Inginerie costieră,1724,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
7206,"Universitatea ""Ovidius"" din Constanţa",24,"Facultatea de Inginerie Mecanică, Industrială şi Maritimă",180,România,160,CONSTANŢA,4847,Inginerie şi management,66,Ingineria şi managementul sistemelor de producţie,1722,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
7204,"Universitatea ""Ovidius"" din Constanţa",24,"Facultatea de Inginerie Mecanică, Industrială şi Maritimă",180,România,160,CONSTANŢA,4847,Inginerie industrială,56,Calitate şi certificare în construcţiile sudate,1720,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
7203,"Universitatea ""Ovidius"" din Constanţa",24,"Facultatea de Inginerie Mecanică, Industrială şi Maritimă",180,România,160,CONSTANŢA,4847,Inginerie mecanică,61,Optimizarea tehnologiilor portuare şi a funcţionării utilajelor,1719,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
7202,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Medicină,177,România,160,CONSTANŢA,4847,Medicină,89,Managementul instituţiilor şi al serviciilor medicale şi farmaceutice,1718,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7201,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Finanţe,25,Finanţe corporative şi bănci,1717,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7200,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Finanţe,25,Pieţe de capital,1716,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7199,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Contabilitate,27,Tehnici contabile şi financiare pentru gestiunea afacerilor,1715,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7198,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Contabilitate,27,Contabilitatea şi auditul afacerilor,1714,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7197,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Economie şi afaceri internaţionale,29,Managementul riscului în afaceri internaţionale,1594,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7196,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Economie şi afaceri internaţionale,29,Politici europene de dezvoltare regională,1713,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7195,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Economie şi afaceri internaţionale,29,Administrarea afacerilor internaţionale,1577,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7194,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Administrarea afacerilor,26,Asigurarea calităţii în afaceri,1712,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7192,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Administrarea afacerilor,26,Administrarea şi auditul proiectelor de afaceri,1710,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7191,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Economice,176,România,160,CONSTANŢA,4847,Administrarea afacerilor,26,"Administrarea afacerilor în turism, comerţ şi servicii",1579,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7190,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Matematică şi Informatică,175,România,160,CONSTANŢA,4847,Informatică,4,Modelare şi tehnologii informatice,1709,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7189,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Matematică şi Informatică,175,România,160,CONSTANŢA,4847,Informatică,4,Medii virtuale multi-modale distribuite,1708,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7184,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Matematică şi Informatică,175,România,160,CONSTANŢA,4847,Matematică,1,Matematică didactică,1244,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7183,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Aplicate şi Inginerie,174,România,160,CONSTANŢA,4847,Inginerie chimică,48,Tehnologii şi management în prelucrarea petrolului,1704,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7181,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe Aplicate şi Inginerie,174,România,160,CONSTANŢA,4847,Chimie,3,Chimia şi managementul calităţii produselor de consum în relație cu mediul,1702,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7180,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Educaţie Fizică şi Sport,173,România,160,CONSTANŢA,4847,Știința sportului și educației fizice,101,"Kinetoterapie, recuperare şi reeducare motrică",1701,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7179,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Educaţie Fizică şi Sport,173,România,160,CONSTANŢA,4847,Știința sportului și educației fizice,101,Performanţă în sport,1106,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7178,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Educaţie Fizică şi Sport,173,România,160,CONSTANŢA,4847,Știința sportului și educației fizice,101,Educaţie fizică şi sport şcolar,1700,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7177,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole,172,România,160,CONSTANŢA,4847,Agronomie,39,Agricultură ecologică,1699,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7176,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole,172,România,160,CONSTANŢA,4847,Agronomie,39,Controlul şi monitorizarea calității produselor agricole,1698,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7174,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole,172,România,160,CONSTANŢA,4847,Ştiinţa mediului,8,Analiza şi evaluarea impactului de mediu,1696,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7171,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Ştiinţe ale Naturii şi Ştiinţe Agricole,172,România,160,CONSTANŢA,4847,Biologie,5,Conservarea biodiversităţii,1693,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7169,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Drept și Ştiinţe Administrative,171,România,160,CONSTANŢA,4847,Ştiinţe administrative,20,Managementul instituţiilor publice,984,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7168,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Drept și Ştiinţe Administrative,171,România,160,CONSTANŢA,4847,Ştiinţe administrative,20,Administraţie europeană. Instituţii şi politici publice,1691,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7166,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Drept și Ştiinţe Administrative,171,România,160,CONSTANŢA,4847,Drept,15,Drept public,1689,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7165,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Drept și Ştiinţe Administrative,171,România,160,CONSTANŢA,4847,Drept,15,Ştiinţe penale,806,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7164,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Drept și Ştiinţe Administrative,171,România,160,CONSTANŢA,4847,Drept,15,Drept maritim,1688,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7160,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Istorie şi Ştiinţe Politice,170,România,160,CONSTANŢA,4847,Istorie,12,Antropologie şi istorie europeană,1684,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7159,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Istorie şi Ştiinţe Politice,170,România,160,CONSTANŢA,4847,Istorie,12,Relaţii internaţionale în sec. XIX-XXI. Istorie şi diplomaţie,1683,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7156,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Teologie,169,România,160,CONSTANŢA,4847,Teologie,14,Pastoraţie şi viaţă liturgică,959,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7154,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Teologie,169,România,160,CONSTANŢA,4847,Teologie,14,Managementul turismului religios,1681,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7152,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Teologie,169,România,160,CONSTANŢA,4847,Teologie,14,Teologie ortodoxă. Strategii de comunicare,1679,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7150,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Teologie,169,România,160,CONSTANŢA,4847,Teologie,14,"Teologie - Studii juridico-canonice ale celor trei religii monoteiste (mozaică, creştină şi islamică)",1678,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7149,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Teologie,169,România,160,CONSTANŢA,4847,Teologie,14,Exegeză biblică,1677,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7146,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Litere,168,România,160,CONSTANŢA,4847,Filologie,99,Comunicare şi discurs intercultural în spaţiul european,1674,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7144,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Litere,168,România,160,CONSTANŢA,4847,Filologie,99,Studii anglo-americane,1672,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Engleză,2,2,120,2020
7143,"Universitatea ""Ovidius"" din Constanţa",24,Facultatea de Litere,168,România,160,CONSTANŢA,4847,Filologie,99,Studii de românistică,1671,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7142,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Decorative şi Design,167,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Design,1670,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7141,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Decorative şi Design,167,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Design vestimentar,1669,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7140,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Decorative şi Design,167,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Design textil,1668,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7139,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Decorative şi Design,167,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Ceramică - sticlă,1667,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7138,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Plastice,166,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Conservare şi restaurare,1666,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7136,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Plastice,166,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Foto - video,1664,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7135,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Plastice,166,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Grafică,1663,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7134,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Plastice,166,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Sculptură,1662,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7133,Universitatea de Artă şi Design din Cluj-Napoca,23,Facultatea de Arte Plastice,166,România,160,CLUJ-NAPOCA,4413,Arte vizuale,35,Pictură,1661,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7132,"Academia de Muzică ""Gheorghe Dima"" din Cluj-Napoca",22,Facultatea Teoretică,164,România,160,CLUJ-NAPOCA,4413,Muzică,34,Compoziţie-Muzicologie-Dirijat,1660,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7130,"Academia de Muzică ""Gheorghe Dima"" din Cluj-Napoca",22,Facultatea de Interpretare Muzicală,162,România,160,CLUJ-NAPOCA,4413,Muzică,34,Artele spectacolului muzical,1658,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7129,"Academia de Muzică ""Gheorghe Dima"" din Cluj-Napoca",22,Facultatea de Interpretare Muzicală,162,România,160,CLUJ-NAPOCA,4413,Muzică,34,Interpretare muzicală,1657,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7128,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea  de Medicină Dentară,160,România,160,CLUJ-NAPOCA,4413,Medicină dentară,90,Medicină dentară judiciară,1656,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7127,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Farmacie,161,România,160,CLUJ-NAPOCA,4413,Farmacie,91,Farmacovigilența: Monitorizarea siguranței medicamentelor,1655,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7126,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Farmacie,161,România,160,CLUJ-NAPOCA,4413,Farmacie,91,Nutriția și calitatea vieții,1654,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7125,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Farmacie,161,România,160,CLUJ-NAPOCA,4413,Farmacie,91,Cosmetologie,1653,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7123,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Farmacie,161,România,160,CLUJ-NAPOCA,4413,Farmacie,91,Științe farmaceutice aplicate,1651,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7122,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Farmacie,161,România,160,CLUJ-NAPOCA,4413,Farmacie,91,Toxicologia medicamentului şi a mediului,1650,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7121,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Tehnici şi metode de reabilitare a pacienţilor cu boli reumatologice,1649,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7120,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Cercetari avansate în investigaţia criminalistică şi în medicina legală,1648,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7119,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Optimizarea explorărilor imagistice morfologice şi funcţionale,1647,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7118,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Urmărirea nou născutului cu risc,1646,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7117,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Sexologie,1645,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7116,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Ecografie şi imagistică medicală comparată,1644,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7115,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Asistenţă medicală specializată în terapie intensivă,1643,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1.5,90,2020
7114,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Managementul bolnavului critic,1642,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7113,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Asistenţă medicală specializată în anestezie,1641,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7112,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Farmacologie clinică şi reguli de bună practică,1640,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7111,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Medicină psihosomatică,1639,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,1,60,2020
7110,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Biostatistică şi bioinformatică,1638,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7109,"Universitatea de Medicină şi Farmacie ""Iuliu Haţieganu"" din Cluj-Napoca",21,Facultatea de Medicină,159,România,160,CLUJ-NAPOCA,4413,Medicină,89,Metodologia cercetării ştiinţifice,1637,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7108,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Ştiinţa şi Ingineria Mediului,143,România,160,CLUJ-NAPOCA,4413,Ingineria mediului,62,Ingineria valorificării deșeurilor,1636,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7107,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Ştiinţa şi Ingineria Mediului,143,România,160,CLUJ-NAPOCA,4413,Ingineria mediului,62,Dezvoltare sustenabilă și managementul mediului/ Sustainable Development and Environmental Management,1635,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Engleză,2,2,120,2020
7106,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teatru şi Film,158,România,160,CLUJ-NAPOCA,4413,Teatru şi artele spectacolului,32,Teatru contemporan (actorie şi teatrologie),1634,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Maghiară,7,2,120,2020
7103,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Romano-Catolică,157,România,160,ALBA IULIA,1,Teologie,14,Teologie romano-catolică pastorală aplicată,1631,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Maghiară,7,2,120,2020
7101,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Ortodoxă,154,România,160,CLUJ-NAPOCA,4413,Teologie,14,Consiliere pastorală și asistență psihosocială,1629,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7100,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Romano-Catolică,157,România,160,CLUJ-NAPOCA,4413,Teologie,14,Consiliere pastorală,1188,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Maghiară,7,2,120,2020
7099,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Reformată șI Muzică,156,România,160,CLUJ-NAPOCA,4413,Teologie,14,Teologie-educaţie,1628,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Maghiară,7,2,120,2020
7098,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Reformată șI Muzică,156,România,160,CLUJ-NAPOCA,4413,Teologie,14,Teologie aplicată,1627,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Maghiară,7,2,120,2020
7097,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Greco-Catolică,155,România,160,BLAJ,17,Teologie,14,Teologie pastorală în comunităţile ecleziale,1626,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7096,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Greco-Catolică,155,România,160,CLUJ-NAPOCA,4413,Teologie,14,Teologie biblică,1625,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7095,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Greco-Catolică,155,România,160,ORADEA,2094,Teologie,14,Fundamente creştine ale identităţii europene,1624,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7091,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Ortodoxă,154,România,160,CLUJ-NAPOCA,4413,Teologie,14,"Bioetică-morală, etică şi deontologie",1620,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7087,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Teologie Ortodoxă,154,România,160,CLUJ-NAPOCA,4413,Teologie,14,"Arta sacră - Conservarea, restaurarea şi crearea bunurilor culturale",1616,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7086,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Educaţie Fizică şi Sport,153,România,160,CLUJ-NAPOCA,4413,Știința sportului și educației fizice,101,Managementul organizațiilor și activităților sportive,1615,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
7085,"Universitatea ""Babeş-Bolyai"" din Cluj-Napoca",20,Facultatea de Educaţie Fizică şi Sport,153,România,160,CLUJ-NAPOCA,4413,Știința sportului și educației fizice,101,Kinetoterapie în afecţiunile aparatului locomotor,1614,A,3,Învăţământ cu frecvenţă (IF),1,Master,2,Română,8,2,120,2020
