ID RMU,Nume,Domeniu studiu,ID Domeniu studiu,Ramura stiinta,Domeniu fundamental,Ciclu de studii,ID Ciclu de studii,An
1698,Controlul şi monitorizarea calității produselor agricole,Agronomie,39,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1699,Agricultură ecologică,Agronomie,39,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1700,Educaţie fizică şi sport şcolar,Știința sportului și educației fizice,101,Ştiinţa Sportului şi Educaţiei Fizice,Ştiinţa Sportului şi Educaţiei Fizice,Master,2,2020
1701,"Kinetoterapie, recuperare şi reeducare motrică",Știința sportului și educației fizice,101,Ştiinţa Sportului şi Educaţiei Fizice,Ştiinţa Sportului şi Educaţiei Fizice,Master,2,2020
1702,Chimia şi managementul calităţii produselor de consum în relație cu mediul,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1703,Fizică şi tehnologia materiei condensate,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
1704,Tehnologii şi management în prelucrarea petrolului,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1705,Informatică didactică,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
1706,Modelare matematică în finanţe şi analiza economică,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
1707,Matematici aplicate,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
1710,Administrarea şi auditul proiectelor de afaceri,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1711,Administrarea afacerilor în întreprinderile mici şi mijlocii (master profesional bilingv - diplomă dublă),Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1712,Asigurarea calităţii în afaceri,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1713,Politici europene de dezvoltare regională,Economie şi afaceri internaţionale,29,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1714,Contabilitatea şi auditul afacerilor,Contabilitate,27,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1715,Tehnici contabile şi financiare pentru gestiunea afacerilor,Contabilitate,27,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1716,Pieţe de capital,Finanţe,25,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1717,Finanţe corporative şi bănci,Finanţe,25,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1718,Managementul instituţiilor şi al serviciilor medicale şi farmaceutice,Medicină,89,Medicină,Ştiinţe biologice şi biomedicale,Master,2,2020
1719,Optimizarea tehnologiilor portuare şi a funcţionării utilajelor,Inginerie mecanică,61,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1720,Calitate şi certificare în construcţiile sudate,Inginerie industrială,56,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1722,Ingineria şi managementul sistemelor de producţie,Inginerie şi management,66,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1723,Ingineria şi managementul proiectelor de construcţii,Inginerie şi management,66,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1724,Inginerie costieră,Inginerie civilă și instalații,85,Inginerie civilă,Ştiinţe inginereşti,Master,2,2020
1725,Ingineria sistemelor hidrotehnice,Inginerie civilă și instalații,85,Inginerie civilă,Ştiinţe inginereşti,Master,2,2020
1726,Ingineria şi managementul resurselor de apă,Inginerie civilă și instalații,85,Inginerie civilă,Ştiinţe inginereşti,Master,2,2020
1727,Ingineria structurilor de construcţii,Inginerie civilă și instalații,85,Inginerie civilă,Ştiinţe inginereşti,Master,2,2020
1728,Ingineria sistemelor cu surse energetice regenerabile,Inginerie civilă și instalații,85,Inginerie civilă,Ştiinţe inginereşti,Master,2,2020
1729,Arta actorului de music hall,Teatru şi artele spectacolului,32,Arte,Ştiinţe umaniste şi arte,Master,2,2020
1730,Arta spectacolului liric,Muzică,34,Arte,Ştiinţe umaniste şi arte,Master,2,2020
1731,Arta educaţiei muzicale,Muzică,34,Arte,Ştiinţe umaniste şi arte,Master,2,2020
1732,Educaţia vizuală prin studiul peisajului şi figurii,Arte vizuale,35,Arte,Ştiinţe umaniste şi arte,Master,2,2020
1735,Psihodiagnoza personalităţii,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
1736,Educaţie timpurie,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
1737,Terapii şi compensare a tulburărilor de comunicare,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
1741,Strategii de comunicare şi învăţare eficientă în învăţământul primar,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
1743,Tehnologii şi management în industria offshore de petrol și gaze/ Offshore oil and gas technology and management,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1744,Inginerie avansată în industria offshore de petrol și gaze/ Advanced  Engineering in the Oil and Gas Offshore Industry,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1745,Management şi logistică în transporturi,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1746,Inginerie şi management în domeniul maritim şi portuar,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1747,Transport maritim,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1748,Inginerie și management în operarea terminalelor și navelor maritime,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1749,Inginerie și management în transport maritim și multimodal,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1750,Concepte moderne de inginerie mecanică navală,Inginerie navală și navigație,86,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1751,Tehnici avansate de inginerie electromecanică,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1752,Ingineria și protecția mediului în industrie,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1753,Managementul sistemelor integrate de transport,Inginerie şi management,66,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1754,Chimia compuşilor biologic activi,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1755,Chimie aplicată,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1756,Calitatea mediului,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
1757,Fizica materialelor,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
1758,Fizică teoretică,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
1761,Activitate motrică extracurriculară şi curriculară,Știința sportului și educației fizice,101,Ştiinţa Sportului şi Educaţiei Fizice,Ştiinţa Sportului şi Educaţiei Fizice,Master,2,2020
1762,Kinetoterapie în reeducarea neuromotorie,Știința sportului și educației fizice,101,Ştiinţa Sportului şi Educaţiei Fizice,Ştiinţa Sportului şi Educaţiei Fizice,Master,2,2020
1763,Limba engleză şi limba franceză – traducere şi terminologie juridică europeană,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1764,"Limba franceză, didactică şi literaturi în spaţiul francofon",Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1765,Paradigme ale comunicării organizaţionale,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1766,Studii de limbă engleză și literaturi anglo-americane,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1767,Perspective în studiul lingvistic al literaturii,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1769,Filosofie contemporană,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
1770,Dezvoltare comunitară şi integrare europeană,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
1772,Valorificarea și protecția resurselor din mediul geografic,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
1774,Teologie și cultură,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
1775,Comunicarea socială a bisericii,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
1776,Management de caz în asistenţa socială,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
1777,Misiune şi pastoraţie,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
1778,Integrare europeană (interdisciplinar cu domeniul: Economie și afaceri internaționale),Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
1779,Ştiinţe administrative,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
1780,Managementul afacerilor electronice,Informatică economică,97,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1781,Audit şi management financiar-contabil,Contabilitate,27,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1782,Contabilitate şi raportări financiare conforme cu standardele internaţionale,Contabilitate,27,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1783,"Management contabil, expertiză şi audit",Contabilitate,27,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1784,Dezvoltare regională şi proiecte europene,Economie şi afaceri internaţionale,29,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1786,Economie şi afaceri europene,Economie şi afaceri internaţionale,29,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1787,Analiza şi evaluarea financiară a organizaţiilor,Finanţe,25,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1788,Finanţe şi administrarea afacerilor,Finanţe,25,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1789,Finanțe aplicate,Finanţe,25,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1790,Strategii financiare ale companiei şi consultanţă fiscală,Finanţe,25,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1791,Managementul organizaţiei,Management,30,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1792,Managementul organizaţiilor publice,Management,30,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1793,Management competitiv şi performanţă,Management,30,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1794,Administrarea afacerilor şi antreprenoriat,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1796,Optimizarea sistemelor de transport rutier,Ingineria autovehiculelor,59,Ingineria transporturilor,Ştiinţe inginereşti,Master,2,2020
1798,Optimizarea proceselor şi echipamentelor tehnologice,Inginerie industrială,56,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1799,Modelare şi simulare în ingineria mecanică,Inginerie mecanică,61,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1800,Managementul producţiei şi logisticii,Inginerie şi management,66,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1801,Ingineria şi managementul calităţii,Inginerie şi management,66,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1802,Materiale avansate,Ingineria materialelor,60,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1803,Managementul ecologic al resurselor naturale,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1804,Managementul mediului și energie durabilă,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1805,Managementul resurselor ecologice şi naturale,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1806,Sisteme complexe pentru inginerie aerospaţială,Inginerie aerospaţială,47,Ingineria transporturilor,Ştiinţe inginereşti,Master,2,2020
1807,Calitatea energiei şi compatibilitate electromagnetică în sisteme electrice,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1808,Inginerie electrică avansată,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1809,Modelarea şi optimizarea echipamentelor electrice,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1810,Inginerie electrică aplicată în protecţia şi managementul mediului,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1811,Sisteme electromecanice complexe,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1812,Gestiunea proceselor energetice,Inginerie energetică,54,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1813,Sisteme energetice informatizate,Inginerie energetică,54,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1814,Automatica sistemelor complexe,Ingineria sistemelor,65,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1815,Tehnologii informatice în ingineria sistemelor,Ingineria sistemelor,65,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1816,Sisteme electronice avansate,"Inginerie electronică, telecomunicaţii şi tehnologii informaţionale",53,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1817,Sisteme de conducere în robotică,Mecatronică şi robotică,68,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1818,Sisteme informatice pentru comerţ electronic/ Information Systems for e-Business,Calculatoare şi tehnologia informaţiei,44,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1819,Ingineria calculatoarelor şi comunicaţiilor,Calculatoare şi tehnologia informaţiei,44,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1820,Ingineria calculatoarelor şi comunicaţiilor/ Computer and Communication Engineering,Calculatoare şi tehnologia informaţiei,44,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1821,Viticultură-Oenologie,Horticultură,40,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1822,Management și consultanță în horticultură și dezvoltare rurală,Horticultură,40,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1823,Controlul şi expertiza produselor alimentare,Ingineria produselor alimentare,58,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1824,Biodiversitatea şi conservarea ecosistemelor,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
1825,Management în agroturism şi calitatea produselor agroalimentare,Agronomie,39,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1826,Consultanţă şi management în agricultură,Agronomie,39,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1827,Protecţia mediului în agricultură,Agronomie,39,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1828,Restaurări protetice cu sprijin implantar,Medicină dentară,90,Medicină dentară,Ştiinţe biologice şi biomedicale,Master,2,2020
1829,Farmacologie şi toxicologie,Farmacie,91,Farmacie,Ştiinţe biologice şi biomedicale,Master,2,2020
1830,Dezvoltarea serviciilor de nursing comunitar,Medicină,89,Medicină,Ştiinţe biologice şi biomedicale,Master,2,2020
1831,Modelare şi simulare în inginerie mecanică,Inginerie mecanică,61,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1832,Sisteme şi echipamente termice şi protecţia mediului,Inginerie mecanică,61,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1834,Materiale şi ingineria fabricării,Inginerie mecanică,61,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1835,Managementul calităţii în inginerie industrială,Inginerie industrială,56,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1836,Ingineria sistemelor integrate de fabricaţie,Inginerie industrială,56,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1837,Grafică şi modelare computerizată,Inginerie industrială,56,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1839,Tehnologii avansate în construcţii navale,Arhitectură navală,63,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1840,Electronică de putere şi sisteme avansate de conversie,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1841,Utilizarea eficientă a energiei şi surse regenerabile,Inginerie electrică,52,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1842,Prelucrarea informației pentru aplicații multimedia,"Inginerie electronică, telecomunicaţii şi tehnologii informaţionale",53,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1843,Metode avansate de prelucrare a semnalelelor,"Inginerie electronică, telecomunicaţii şi tehnologii informaţionale",53,"Inginerie electrică, electronică şi telecomunicaţii",Ştiinţe inginereşti,Master,2,2020
1844,Sisteme informatice de conducere avansată,Ingineria sistemelor,65,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1845,Tehnologii informatice avansate,Calculatoare şi tehnologia informaţiei,44,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1846,Procese performante pentru calitatea materialelor şi a mediului în metalurgie,Ingineria materialelor,60,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1847,Nanotehnologii şi materiale multifuncţionale,Ingineria materialelor,60,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1848,Materiale avansate și tehnologii inovative,Ingineria materialelor,60,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1849,Ingineria materialelor avansate,Ingineria materialelor,60,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1850,Calitatea mediului şi dezvoltare durabilă,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1851,Ingineria şi protecţia mediului,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1852,Monitorizarea şi managementul mediului,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1853,Dezvoltare durabilă şi securitate în industrie,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1854,"Controlul, expertizarea şi siguranţa alimentelor",Ingineria produselor alimentare,58,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1855,Ştiinţa şi ingineria alimentelor,Ingineria produselor alimentare,58,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1856,Ştiinţa şi ingineria bioresurselor acvatice,Ingineria produselor alimentare,58,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1857,Nutriţie,Ingineria produselor alimentare,58,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
1858,Inginerie şi management în alimentaţie publică şi agroturism,Inginerie şi management,66,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1859,Biotehnologia resurselor naturale,Ştiinţe inginereşti aplicate,70,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1860,Controlul şi expertizarea calităţii mediului,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
1861,Ştiinţe - Abordarea integrată a ştiinţelor naturii,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
1862,Analize fizico-chimice în ştiinţa materialelor şi mediu,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
1863,Chimia fizică a sistemelor disperse,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1864,"Identitate, interculturalitate și multiculturalism în literatura română și europeană",Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1865,Traducere și interpretariat (limba română - limba engleză),Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1866,Teoria şi practica textului,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1867,Traducere şi interpretariat,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1868,"Literatură, film şi reprezentări culturale",Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1869,Limba română - Identitate şi deschidere culturală,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1870,Discurs specializat. Terminologii. Traduceri,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
1871,Comunicare şi tehnici de producţie mass-media,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
1872,"Comunicare, multiculturalitate și multilingvism",Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
1873,Spaţiul românesc între Orient şi Occident,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
1874,"Geopolitică şi interferenţe social-culturale est-europene (interdisciplinar cu domeniile: Filologie, Teologie)",Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
1875,Filosofie socială. Teoria şi practica soluţionării conflictelor,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
1876,Spiritualitatea ortodoxă și asistență socială,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
1877,Istorie şi spiritualitate filocalică,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
1878,Management financiar şi bancar,Finanţe,25,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1879,Administrarea afacerilor internaţionale euroregionale,Economie şi afaceri internaţionale,29,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1880,Strategii şi politici manageriale,Management,30,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1881,Sisteme informatice pentru managementul resurselor,Informatică economică,97,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1882,Contabilitate şi audit,Contabilitate,27,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1883,Dezvoltare regională şi rurală,Economie,24,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1884,Economie şi administrarea afacerilor,Economie,24,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
1886,Dreptul european al afacerilor,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
1887,Relaţii internaţionale şi cooperare transfrontalieră (interdisciplinar cu domeniul: Științe administrative),Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
1888,Educaţie fizică şcolară şi management sportiv,Știința sportului și educației fizice,101,Ştiinţa Sportului şi Educaţiei Fizice,Ştiinţa Sportului şi Educaţiei Fizice,Master,2,2020
1889,Kinetoterapie la domiciliu,Știința sportului și educației fizice,101,Ştiinţa Sportului şi Educaţiei Fizice,Ştiinţa Sportului şi Educaţiei Fizice,Master,2,2020
1890,Loisir-Fitness,Știința sportului și educației fizice,101,Ştiinţa Sportului şi Educaţiei Fizice,Ştiinţa Sportului şi Educaţiei Fizice,Master,2,2020
1891,Teatru muzical,Teatru şi artele spectacolului,32,Arte,Ştiinţe umaniste şi arte,Master,2,2020
1892,Sisteme de control încorporate,Ingineria sistemelor,65,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1893,Sisteme şi control automat,Ingineria sistemelor,65,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1894,Sisteme şi control automat/ Systems and control,Ingineria sistemelor,65,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1895,Sisteme distribuite şi tehnologii WEB,Calculatoare şi tehnologia informaţiei,44,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1896,Sisteme distribuite şi tehnologii WEB/ Distributed systems and WEB technologies,Calculatoare şi tehnologia informaţiei,44,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1897,Calculatoare încorporate,Calculatoare şi tehnologia informaţiei,44,"Ingineria sistemelor, calculatoare şi tehnologia informaţiei",Ştiinţe inginereşti,Master,2,2020
1898,Protecţie anticorosivă şi electrochimie aplicată,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1899,"Cataliză şi materiale catalitice pentru mediu, energie şi sănătate",Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1900,Produse naturale,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1901,Ingineria procedeelor nepoluante,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1902,Ştiinţa hârtiei şi a materialelor polimerice,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1903,Materiale macromoleculare înalt performante,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1904,Ecodesign în finisarea textilelor,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1905,Procesarea avansată a resurselor proteice,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1906,Controlul şi procesarea alimentelor,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1907,Biomateriale polimerice şi bioresurse,Inginerie chimică,48,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
1908,Managementul mediului,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
1909,"Managementul, tratarea şi valorificarea deşeurilor",Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
