ID RMU,Nume,Universitate,ID Universitate,EsteScoalaDoctorala,An
56,Facultatea de Medicină,"Universitatea de Medicină şi Farmacie ""Carol Davila"" din Bucureşti",6,0,2020
54,Facultatea de Teologie Romano Catolică,Universitatea din Bucureşti,5,0,2020
53,Facultatea de Teologie Ortodoxă,Universitatea din Bucureşti,5,0,2020
52,Facultatea de Teologie Baptistă,Universitatea din Bucureşti,5,0,2020
51,Facultatea de Ştiinţe Politice,Universitatea din Bucureşti,5,0,2020
50,Facultatea de Psihologie şi Ştiinţele Educaţiei,Universitatea din Bucureşti,5,0,2020
49,Facultatea de Sociologie şi Asistenţă Socială,Universitatea din Bucureşti,5,0,2020
48,Facultatea de Matematică şi Informatică,Universitatea din Bucureşti,5,0,2020
47,Facultatea de Limbi şi Literaturi Străine,Universitatea din Bucureşti,5,0,2020
46,Facultatea de Litere,Universitatea din Bucureşti,5,0,2020
45,Facultatea de Jurnalism şi Ştiinţele Comunicării,Universitatea din Bucureşti,5,0,2020
44,Facultatea de Istorie,Universitatea din Bucureşti,5,0,2020
43,Facultatea de Geologie şi Geofizică,Universitatea din Bucureşti,5,0,2020
42,Facultatea de Geografie,Universitatea din Bucureşti,5,0,2020
41,Facultatea de Fizică,Universitatea din Bucureşti,5,0,2020
40,Facultatea de Filosofie,Universitatea din Bucureşti,5,0,2020
39,Facultatea de Drept,Universitatea din Bucureşti,5,0,2020
38,Facultatea de Chimie,Universitatea din Bucureşti,5,0,2020
37,Facultatea de Biologie,Universitatea din Bucureşti,5,0,2020
36,Facultatea de Administraţie şi Afaceri,Universitatea din Bucureşti,5,0,2020
35,Facultatea de Management şi Dezvoltare Rurală - Filiala Călăraşi,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
34,Facultatea de Management şi Dezvoltare Rurală - Filiala Slatina,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
33,Facultatea de Îmbunătăţiri Funciare şi Ingineria Mediului,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
32,Facultatea de Biotehnologii,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
31,Facultatea de Medicină Veterinară,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
30,Facultatea de Ingineria și Gestiunea Producțiilor Animaliere,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
29,Facultatea de Horticultură,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
28,Facultatea de Management şi Dezvoltare Rurală,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
27,Facultatea de Agricultură,Universitatea de Științe Agronomice și Medicină Veterinară din București,4,0,2020
26,Facultatea de Urbanism,"Universitatea de Arhitectură şi Urbanism ""Ion Mincu"" din Bucureşti",3,0,2020
25,Facultatea de Arhitectură de Interior,"Universitatea de Arhitectură şi Urbanism ""Ion Mincu"" din Bucureşti",3,0,2020
24,Facultatea de Arhitectură,"Universitatea de Arhitectură şi Urbanism ""Ion Mincu"" din Bucureşti",3,0,2020
23,Departamentul de Limbi Străine şi Comunicare,Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
22,Facultatea de Inginerie în Limbi Străine,Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
21,Facultatea de Geodezie,Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
20,Facultatea de Utilaj Tehnologic,Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
19,Facultatea de Inginerie a Instalaţiilor,Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
18,"Facultatea de Căi Ferate, Drumuri şi Poduri",Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
17,Facultatea de Hidrotehnică,Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
16,"Facultatea de Construcţii Civile, Industriale şi Agricole",Universitatea Tehnică de Construcţii din Bucureşti,2,0,2020
15,"Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor",Universitatea Politehnica din Bucureşti,1,0,2020
14,Facultatea de Inginerie Medicală,Universitatea Politehnica din Bucureşti,1,0,2020
13,Facultatea de Ştiinţe Aplicate,Universitatea Politehnica din Bucureşti,1,0,2020
12,Facultatea de Inginerie în Limbi Străine,Universitatea Politehnica din Bucureşti,1,0,2020
11,Facultatea de Chimie Aplicată şi Ştiinţa Materialelor,Universitatea Politehnica din Bucureşti,1,0,2020
10,Facultatea de Ştiinţa şi Ingineria Materialelor,Universitatea Politehnica din Bucureşti,1,0,2020
9,Facultatea de Inginerie Aerospaţială,Universitatea Politehnica din Bucureşti,1,0,2020
8,Facultatea de Transporturi,Universitatea Politehnica din Bucureşti,1,0,2020
7,Facultatea de Ingineria Sistemelor Biotehnice,Universitatea Politehnica din Bucureşti,1,0,2020
6,Facultatea de Inginerie Industrială și Robotică,Universitatea Politehnica din Bucureşti,1,0,2020
5,Facultatea de Inginerie Mecanică şi Mecatronică,Universitatea Politehnica din Bucureşti,1,0,2020
4,"Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei",Universitatea Politehnica din Bucureşti,1,0,2020
3,Facultatea de Automatică şi Calculatoare,Universitatea Politehnica din Bucureşti,1,0,2020
2,Facultatea de Energetică,Universitatea Politehnica din Bucureşti,1,0,2020
1,Facultatea de Inginerie Electrică,Universitatea Politehnica din Bucureşti,1,0,2020
